x1,x2,x3,y
0.4554922053172287,-0.13123719340113293,0.6125956896378533,1
1.5138474153010435,-0.22635901854074117,-0.2866499648796329,1
1.5717842930846748,0.7672149617836357,-0.5266364038618758,1
0.5027693121426674,-0.45378889733881533,-0.5228177975722864,1
0.19278748386714123,-1.892050495080616,-1.806880704083594,0
-0.6365693738671676,-0.9988062392122196,0.2725674677606194,1
-0.9930991179083459,-1.3950824737236125,1.4467144435894836,1
-0.28955294316112773,0.07290868091191323,-1.5007813096249676,0
-0.6181056172550632,0.11595584938677662,-1.2216187726587882,0
0.3306981909691098,-0.5899119320986957,-0.3453437723773278,1
-0.6772190411337842,1.8433781328471381,-0.06165157061836925,0
-1.147458893048061,0.8218841852083183,-1.2928487093750256,0
0.15865553337056465,-1.9380691895588829,-1.4023116204870423,0
0.14627848478673167,0.7384785988519509,0.12686588981913227,0
-0.17598695042247783,-0.2927736420065547,-1.5556173967916214,0
-0.7990446548145504,-0.45103221079722516,1.030117599494357,1
0.2976169977516051,-1.7430125393106954,0.2825984239381065,1
-0.4538321345271355,-0.6655848679496283,0.5758720307755447,1
1.0064568865948962,0.9297493565449177,-0.9036836897024944,0
-0.37559372454111384,0.3345336522404345,0.9469289728527879,1
-0.5508614531207621,-0.17825264435662416,-1.1760779538864377,0
-1.2902781444835631,0.8119452624087528,1.3351443711897708,0
-0.13098649423506653,1.0014240107465453,0.3208923075393111,0
-0.7219874542673367,0.36442472627108424,1.5205322371861922,1
-0.09367281767894808,1.5580450878078365,-2.719384980752967,0
0.7908322812344603,0.09227136590584756,-0.3528018507166611,1
0.03789700105879039,-1.9657447504363934,-0.2718991433010082,1
0.3115325439645277,1.4719895965022654,-0.5763961810915578,0
-0.8904615046384903,-0.4918214789981209,0.8855978589596283,1
0.2822856944673004,-0.5196005742334889,0.4755191419378294,1
0.04337975279670711,0.9668152560640049,-0.7638096242150325,0
-0.3946194599244813,-0.38304993498387335,-1.540313895596639,0
0.2486361930820616,0.26488725773839567,-0.042673241625983946,0
-0.29863883248455475,-1.398124973768639,-0.4768427393376573,0
-0.4101417344879867,-0.7899371171518157,-0.21235956829343042,0
0.35993614787850814,1.8770145397858085,0.13013882465509247,0
0.20886223266887094,-0.06792944547627043,-2.0045635937963415,0
-0.08406994704767787,0.06566908046039151,2.4640149006652003,1
-0.2550944480605131,0.30505533397503154,-0.08328520162757458,0
-1.261890171067383,1.139599410736381,0.7188994983733943,0
0.7589980073560825,-0.8961902695218411,1.382618317396993,1
-1.5023423878682172,0.588082203296866,2.1858396107344085,1
